commodity,Date,Aceh,Bali,Banten,Bengkulu,DI Yogyakarta,DKI Jakarta,Gorontalo,Jambi,Jawa Barat,Jawa Tengah,Jawa Timur,Kalimantan Barat,Kalimantan Selatan,Kalimantan Tengah,Kalimantan Timur,Kalimantan Utara,Kepulauan Bangka Belitung,Kepulauan Riau,Lampung,Maluku Utara,Maluku,Nusa Tenggara Barat,Nusa Tenggara Timur,Papua Barat,Papua,Riau,Sulawesi Barat,Sulawesi Selatan,Sulawesi Tengah,Sulawesi Tenggara,Sulawesi Utara,Sumatera Barat,Sumatera Selatan,Sumatera Utara
Cabai Rawit Merah,2023-10-02,,27660.0,38260.0,34750.0,26220.0,43500.0,48470.0,37390.0,39260.0,30550.0,29690.0,59780.0,47850.0,61420.0,44010.0,65690.0,56960.0,62990.0,36950.0,57160.0,69590.0,26440.0,35660.0,68790.0,73000.0,48990.0,29220.0,21230.0,36810.0,34600.0,45400.0,45550.0,33470.0,43820.0
Cabai Rawit Merah,2023-10-03,,29850.0,41530.0,35680.0,34380.0,45430.0,52460.0,37370.0,40740.0,30930.0,31420.0,60060.0,48940.0,62960.0,50360.0,65379.99999999999,55470.0,60400.0,37230.0,59830.0,62180.0,27210.0,38140.0,70140.0,77230.0,51190.0,30460.0,21820.0,37450.0,33390.0,45000.0,45550.0,35430.0,46540.0
Cabai Rawit Merah,2023-10-04,,31590.0,40330.0,35070.0,34380.0,44300.0,52150.0,38480.0,40050.0,32290.0,32360.0,61520.0,50080.0,64319.99999999999,49390.0,68900.0,58600.0,62870.0,37350.0,65630.0,67780.0,27560.0,35690.0,74490.0,82050.0,49980.0,32990.0,23310.0,37700.0,35120.0,47480.0,45550.0,36070.0,47960.0
Cabai Rawit Merah,2023-10-05,,34510.0,40670.0,34150.0,34380.0,44480.0,58680.0,38380.0,39860.0,33690.0,34660.0,64300.0,52230.0,64370.00000000001,47600.0,68900.0,59400.0,63370.0,37420.0,65850.0,62390.0,27070.0,38800.0,75560.0,79240.0,49320.0,32930.0,24890.0,40180.0,35520.0,55350.0,45550.0,37390.0,47960.0
Cabai Rawit Merah,2023-10-06,,34820.0,39980.0,34970.0,35530.0,45260.0,58360.0,38960.0,40670.0,35700.0,34920.0,66000.0,51590.0,63970.0,47060.0,63470.0,62040.0,61460.0,37430.0,72900.0,68150.0,27650.0,38420.0,69580.0,81770.0,53050.0,33440.0,25610.0,41020.0,37400.0,54970.0,55500.0,37870.0,47960.0
Cabai Rawit Merah,2023-10-07,,35540.0,41830.0,34970.0,33480.0,47340.0,59800.0,38900.0,40620.0,36500.0,35440.0,66700.0,50340.0,64400.00000000001,46200.0,65310.0,62480.0,64580.0,37320.0,68300.0,68110.0,28310.0,37740.0,78090.0,84920.0,50690.0,33790.0,25150.0,42080.0,34210.0,56440.0,45550.0,39040.0,46000.0
Cabai Rawit Merah,2023-10-08,,36340.0,39940.0,34870.0,37740.0,47340.0,62030.0,39470.0,41690.0,36560.0,35840.0,65730.0,50360.0,64319.99999999999,47780.0,63530.0,63640.0,64580.0,37800.0,71590.0,76690.0,28310.0,39370.0,67980.0,83100.0,50920.0,35030.0,26010.0,42940.0,38370.0,59070.0,43800.0,39260.0,44380.0
Cabai Rawit Merah,2023-10-09,,38760.0,40840.0,35650.0,37740.0,47340.0,61390.0,41160.0,43330.0,38320.0,36980.0,68730.0,54090.0,66380.0,49590.0,64760.00000000001,68150.0,62930.0,39110.0,74210.0,79900.0,31310.0,36070.0,72040.0,85940.0,51910.0,35700.0,27610.0,44910.0,37870.0,61870.0,34640.0,41450.0,56880.0
Cabai Rawit Merah,2023-10-10,,39370.0,40720.0,35770.0,39170.0,49390.0,69860.0,41190.0,43930.0,39370.0,37770.0,68790.0,52380.0,68330.0,51090.0,65379.99999999999,69090.0,67790.0,38340.0,79040.0,82910.0,31940.0,39100.0,72810.0,85490.0,51210.0,36470.0,27730.0,45130.0,42720.0,64440.0,43800.0,42800.0,48470.0
Cabai Rawit Merah,2023-10-11,,40530.0,44090.0,36840.0,39150.0,48210.0,72630.0,40480.0,44010.0,40560.0,38620.0,69830.0,54350.0,70770.0,51760.0,64269.99999999999,70980.0,63920.0,37600.0,86170.0,69790.0,33080.0,33580.0,65850.0,83000.0,51210.0,39020.0,29990.0,48910.0,46830.0,74290.0,,42550.0,56110.0
Cabai Rawit Merah,2023-10-12,,41270.0,43470.0,36250.0,38530.0,51460.0,78990.0,42300.0,44440.0,39600.0,39910.0,71750.0,52520.0,70430.0,56010.0,67560.0,69870.0,66570.0,39530.0,79380.0,63380.0,33980.0,36920.0,65550.0,81680.0,50000.0,41790.0,29620.0,46180.0,45680.0,71500.0,43800.0,42920.0,70270.0
Cabai Rawit Merah,2023-10-13,,41770.0,44050.0,35830.0,38660.0,51460.0,78280.0,41920.0,45390.0,39800.0,39960.0,69370.0,53950.0,70830.0,56720.0,67650.0,71880.0,66620.0,39750.0,79680.0,81940.0,34910.0,37690.0,68650.0,83970.0,50000.0,43450.0,30030.0,46380.0,45910.0,69920.0,46100.0,43380.0,46000.0
Cabai Rawit Merah,2023-10-14,,41710.0,46000.0,37280.0,39680.0,52280.0,75170.0,42200.0,45410.0,39710.0,40790.0,71110.0,55330.0,70810.0,52790.0,69890.0,73640.0,63920.0,39370.0,78220.0,77150.0,34920.0,40470.0,68110.0,79180.0,49390.0,41830.0,30570.0,48000.0,42120.0,70270.0,43800.0,42980.0,46990.0
Cabai Rawit Merah,2023-10-15,,41520.0,45330.0,37480.0,42100.0,52370.0,75710.0,40420.0,45840.0,40780.0,41630.0,69100.0,57290.0,70750.0,55870.0,69890.0,71550.0,64379.99999999999,40450.0,77920.0,70030.0,33530.0,39450.0,67550.0,80050.0,50000.0,43890.0,32070.0,51320.0,40860.0,71900.0,43800.0,42820.0,50300.0
Cabai Rawit Merah,2023-10-16,,42610.0,46550.0,37890.0,42100.0,53210.0,79920.0,40050.0,48900.0,41870.0,43220.0,67860.0,56880.0,70680.0,47930.0,69790.0,74560.0,64519.99999999999,41130.0,73180.0,84800.0,32420.0,36600.0,68750.0,78950.0,50000.0,40820.0,32650.0,50240.0,43630.0,75360.0,43340.0,43710.0,50300.0
Cabai Rawit Merah,2023-10-17,,44230.0,49970.0,37950.0,45130.0,53130.0,77730.0,43430.0,49610.0,45390.0,43780.0,68470.0,55310.0,70410.0,56620.0,70840.0,75130.0,65080.0,40610.0,85900.0,90980.0,35590.0,37140.0,69840.0,80890.0,50770.0,41890.0,33360.0,51570.0,42670.0,75130.0,42800.0,43210.0,43240.0
Cabai Rawit Merah,2023-10-18,,47710.0,48540.0,38550.0,44580.0,54110.0,75490.0,43290.0,51010.0,46040.0,45240.0,70740.0,56150.0,70640.0,55420.0,70720.0,77520.0,69060.0,41380.0,81330.0,92080.0,37180.0,37780.0,68700.0,76270.0,49580.0,44300.0,33990.0,49390.0,46390.0,75090.0,52920.0,43240.0,45920.0
Cabai Rawit Merah,2023-10-19,,49220.0,47200.0,38950.0,46200.0,53040.0,74260.0,43210.0,52500.0,46090.0,47020.0,69340.0,54360.0,71530.0,55010.0,70060.0,75570.0,68300.0,41140.0,81560.0,81380.0,37170.0,38540.0,66480.0,80660.0,50770.0,44300.0,35580.0,50950.0,50990.0,73450.0,43800.0,45210.0,44330.0
Cabai Rawit Merah,2023-10-20,,50300.0,49970.0,39880.0,60720.0,56910.0,74550.0,42930.0,51510.0,47770.0,47390.0,70720.0,58130.0,69820.0,52610.0,70970.0,74570.0,70950.0,41190.0,82960.0,84850.0,37600.0,37220.0,67520.0,77120.0,48770.0,46900.0,35700.0,49990.0,46670.0,72220.0,52920.0,46300.0,45250.0
Cabai Rawit Merah,2023-10-21,,51190.0,52670.0,39120.0,47840.0,56470.0,81160.0,41500.0,53570.0,47710.0,47970.0,70870.0,58940.0,69820.0,61060.0,70970.0,72770.0,71860.0,41960.0,79660.0,74130.0,39110.0,37540.0,74350.0,78830.0,49440.0,45150.0,36310.0,50520.0,49490.0,73900.0,46100.0,47730.0,56570.0
Cabai Rawit Merah,2023-10-22,,53540.0,53340.0,37750.0,57150.0,56950.0,79000.0,40890.0,54570.0,48890.0,50240.0,70160.0,59610.0,73960.0,57930.0,69590.0,71790.0,71550.0,42780.0,77770.0,89050.0,44260.0,37660.0,74510.0,78830.0,48990.0,46440.0,36490.0,50880.0,51240.0,76680.0,43800.0,45570.0,59330.0
Cabai Rawit Merah,2023-10-23,,56460.0,55400.0,38150.0,56600.0,56470.0,75330.0,44570.0,60040.0,54770.0,53300.0,71610.0,62820.0,76470.0,55170.0,70840.0,72590.0,71150.0,43410.0,77040.0,91480.0,45620.0,39070.0,70080.0,77240.0,49320.0,45920.0,37100.0,51140.0,49750.0,77630.0,43800.0,48520.0,59330.0
Cabai Rawit Merah,2023-10-24,,59700.0,66040.0,37220.0,58520.0,62460.0,71830.0,44890.0,62840.0,59000.0,55260.0,70120.0,61570.0,80380.0,52710.0,72750.0,76280.0,70820.0,43760.0,78850.0,86790.0,47690.0,37040.0,71020.0,78430.0,52310.0,44930.0,37240.0,53800.0,52050.0,76040.0,43800.0,49100.0,59330.0
Cabai Rawit Merah,2023-10-25,,59830.0,66770.0,42360.0,61870.0,66490.0,70390.0,46300.0,64390.0,60490.0,56850.0,71560.0,67110.0,84140.0,50780.0,71820.0,76220.0,71260.0,45710.0,80220.0,87110.0,47070.0,38550.0,68960.0,78210.0,53390.0,45100.0,38780.0,52980.0,52590.0,74220.0,40000.0,51470.0,47270.0
Cabai Rawit Merah,2023-10-26,,60590.0,65340.0,42600.0,60540.0,64060.0,71000.0,47790.0,65740.0,60240.0,58160.0,72790.0,67910.0,84830.0,58360.0,69860.0,80440.0,71130.0,48480.0,76430.0,64120.00000000001,47810.0,39740.0,72730.0,76620.0,54680.0,45570.0,40560.0,56040.0,55600.0,76710.0,43800.0,52730.0,59330.0
Cabai Rawit Merah,2023-10-27,,62150.0,66500.0,43300.0,62010.0,68540.0,74930.0,49580.0,67880.0,60850.0,60260.0,73150.0,66180.0,85250.0,61830.0,69290.0,79070.0,74600.0,52510.0,77950.0,87680.0,53540.0,36880.0,77840.0,77790.0,55990.0,46800.0,41110.0,57470.0,49920.0,80460.0,43800.0,55700.0,59330.0
Cabai Rawit Merah,2023-10-28,,65190.0,66380.0,46840.0,62210.0,73120.0,81320.0,50210.0,69030.0,61250.0,61210.0,75190.0,70560.0,84920.0,63320.0,67680.0,81110.0,72270.0,52870.0,80740.0,81620.0,56500.0,40890.0,77350.0,77840.0,61200.0,48170.0,41880.0,56800.0,50880.0,86640.0,47180.0,56510.0,59330.0
Cabai Rawit Merah,2023-10-29,,67430.0,69550.0,52850.0,68530.0,73970.0,81720.0,51900.0,69090.0,62250.0,63490.0,75000.0,73780.0,81030.0,65379.99999999999,68500.0,85470.0,73700.0,54060.0,78090.0,90460.0,59360.0,38720.0,76310.0,77260.0,71530.0,48150.0,45350.0,57390.0,50620.0,84540.0,46100.0,59050.0,61970.0
Cabai Rawit Merah,2023-10-30,,69800.0,72860.0,54190.0,68690.0,75530.0,74220.0,54750.0,74480.0,67520.0,65890.0,74260.0,69640.0,83100.0,71960.0,75400.0,90550.0,76880.0,59840.0,76790.0,87710.0,59020.0,37910.0,77490.0,73900.0,70900.0,48250.0,46840.0,58280.0,53420.0,83170.0,51920.0,62640.0,61970.0
Cabai Rawit Merah,2023-10-31,,71300.0,74320.0,56260.0,70480.0,76250.0,77730.0,56560.0,77590.0,70440.0,67760.0,75490.0,72080.0,85080.0,70680.0,79170.0,100910.0,75800.0,60560.0,76400.0,93260.0,58140.0,44310.0,75470.0,73130.0,74690.0,47620.0,48260.0,59210.0,55620.0,81830.0,49660.0,68140.0,58450.0
Cabai Rawit Merah,2023-11-01,,69020.0,77540.0,55000.0,66120.0,78760.0,79060.0,56430.0,78720.0,70290.0,65410.0,75700.0,72130.0,86190.0,68320.0,74090.0,101180.0,78730.0,64890.0,76170.0,92130.0,56650.0,42610.0,76710.0,70360.0,80750.0,51050.0,49010.0,60460.0,59350.0,80150.0,49660.0,69610.0,58450.0
Cabai Rawit Merah,2023-11-02,,66540.0,75580.0,55000.0,66120.0,81190.0,80550.0,58180.0,77940.0,71070.0,66190.0,75840.0,71970.0,90330.0,56660.0,79550.0,100080.0,79080.0,68540.0,78020.0,92170.0,58000.0,45530.0,80140.0,71990.0,80560.0,55410.0,50100.0,59010.0,60710.0,79970.0,44720.0,69260.0,61970.0
Cabai Rawit Merah,2023-11-03,,66290.0,82650.0,55860.0,66450.0,84900.0,75740.0,58030.0,79200.0,71290.0,68200.0,75360.0,72610.0,89730.0,70530.0,79550.0,96050.0,81340.0,68410.0,74540.0,96990.0,60430.0,45920.0,72710.0,71460.0,82070.0,55410.0,52560.0,59520.0,61710.0,79590.0,52780.0,69620.0,71000.0
Cabai Rawit Merah,2023-11-04,,67390.0,84880.0,55360.0,66450.0,88120.0,80750.0,66850.0,79720.0,73390.0,69690.0,74520.0,74780.0,90330.0,71690.0,78590.0,100830.0,87840.0,70550.0,74410.0,90560.0,62260.0,45030.0,75240.0,69770.0,79650.0,56820.0,52260.0,58200.0,60640.0,81030.0,59440.0,72660.0,72970.0
Cabai Rawit Merah,2023-11-05,,68210.0,85850.0,62290.0,70390.0,88640.0,77870.0,67860.0,81890.0,74920.0,71160.0,73800.0,75530.0,91010.0,71870.0,77440.0,97920.0,85190.0,71050.0,71700.0,86540.0,62660.0,44330.0,71300.0,69080.0,80560.0,57590.0,52660.0,61010.0,61220.0,80920.0,60000.0,71690.0,75370.0
Cabai Rawit Merah,2023-11-06,,66980.0,62960.0,63940.0,76140.0,62240.0,77390.0,65680.0,83790.0,74510.0,70360.0,72390.0,76990.0,90750.0,69080.0,82330.0,99600.0,86480.0,71510.0,70560.0,94570.0,59610.0,46180.0,69280.0,69980.0,80560.0,55860.0,54680.0,62990.0,64310.0,80510.0,66490.0,73300.0,84850.0
Cabai Rawit Merah,2023-11-07,,66580.0,81030.0,62170.0,71660.0,62240.0,76310.0,69200.0,82290.0,74830.0,67880.0,71330.0,75830.0,91810.0,71950.0,83230.0,98820.0,88140.0,71500.0,71560.0,90820.0,61150.0,46470.0,69280.0,71760.0,81790.0,57300.0,55900.0,62740.0,61680.0,80650.0,59440.0,76750.0,84850.0
Cabai Rawit Merah,2023-11-08,,69350.0,81640.0,66640.0,71300.0,91550.0,76920.0,70310.0,82430.0,75800.0,70730.0,70210.0,78270.0,92760.0,74320.0,82850.0,103010.0,85780.0,72950.0,67790.0,89190.0,63860.0,45070.0,71510.0,75720.0,79420.0,56980.0,57160.0,61960.0,67650.0,80660.0,59450.0,78630.0,66710.0
Cabai Rawit Merah,2023-11-09,,69910.0,81480.0,69770.0,71300.0,92920.0,76900.0,72660.0,81620.0,77660.0,72670.0,70490.0,78020.0,92460.0,76970.0,82900.0,106190.0,85590.0,74650.0,64810.0,82750.0,64360.0,45700.0,69700.0,75160.0,80560.0,57400.0,57510.0,62030.0,64660.0,79590.0,54770.0,76450.0,65170.0
Cabai Rawit Merah,2023-11-10,,68760.0,81290.0,68750.0,71240.0,94700.0,76510.0,72290.0,83330.0,77840.0,73500.0,70880.0,78410.0,91920.0,77410.0,84140.0,106570.0,89710.0,75060.0,55800.0,87980.0,63430.0,49810.0,74890.0,75370.0,80560.0,56640.0,58120.0,63060.0,68700.0,79630.0,62570.0,79430.0,84850.0
Cabai Rawit Merah,2023-11-11,,69150.0,82010.0,69170.0,72130.0,93330.0,74490.0,72860.0,82670.0,77560.0,73360.0,70660.0,78630.0,91540.0,77960.0,83300.0,105120.0,93100.0,74990.0,69180.0,82530.0,61190.0,50980.0,73240.0,77600.0,80630.0,56640.0,58390.0,64330.0,65190.0,78190.0,66490.0,78010.0,73430.0
Cabai Rawit Merah,2023-11-12,,68360.0,81130.0,69500.0,73210.0,90200.0,74910.0,73770.0,83600.0,76150.0,72270.0,71720.0,77500.0,91520.0,77250.0,83170.0,105520.0,91750.0,76070.0,58120.0,86410.0,59840.0,46570.0,64810.0,77700.0,85180.0,56080.0,58810.0,64750.0,62940.0,77910.0,66100.0,77470.0,90000.0
Cabai Rawit Merah,2023-11-13,,68420.0,79920.0,64860.0,73210.0,93260.0,74110.0,76060.0,83830.0,77250.0,71130.0,68920.0,77660.0,91130.0,80650.0,89320.0,104930.0,89070.0,75010.0,64000.0,89270.0,59690.0,45390.0,66720.0,80850.0,82380.0,56540.0,58860.0,64330.0,70590.0,75140.0,66490.0,77640.0,90000.0
Cabai Rawit Merah,2023-11-14,,69910.0,84110.0,71100.0,75330.0,94910.0,73730.0,79510.0,84100.0,76290.0,70900.0,67070.0,79820.0,90730.0,83620.0,92690.0,102770.0,85450.0,70940.0,63650.0,88630.0,62240.0,47130.0,68020.0,79120.0,78220.0,57720.0,59130.0,68100.0,72860.0,76170.0,66490.0,79070.0,90000.0
Cabai Rawit Merah,2023-11-15,,71360.0,85290.0,71610.0,75950.0,93170.0,74390.0,77930.0,82290.0,75500.0,73650.0,67490.0,77960.0,91540.0,80420.0,92970.0,101800.0,90240.0,73600.0,61840.0,91900.0,62320.0,47800.0,70510.0,79660.0,79580.0,55480.0,57100.0,64620.00000000001,73740.0,76390.0,68040.0,79410.0,90000.0
Cabai Rawit Merah,2023-11-16,,70300.0,84550.0,71610.0,75120.0,92270.0,77450.0,79250.0,83710.0,75990.0,74480.0,67000.0,75880.0,91170.0,76340.0,93930.0,102370.0,85030.0,75070.0,63840.0,92410.0,61990.0,46060.0,65900.0,79130.0,83320.0,57620.0,57910.0,65730.0,71100.0,78430.0,67080.0,79080.0,84850.0
Cabai Rawit Merah,2023-11-17,,70310.0,83440.0,72560.0,73950.0,93600.0,77750.0,79700.0,84430.0,78280.0,75410.0,68140.0,82330.0,91800.0,76460.0,100850.0,99600.0,87070.0,76020.0,56500.0,84770.0,62790.0,51150.0,69640.0,77380.0,82770.0,57900.0,57850.0,68510.0,73630.0,80280.0,68040.0,80020.0,80000.0
Cabai Rawit Merah,2023-11-18,,69970.0,85940.0,75980.0,76800.0,88580.0,87910.0,78750.0,85000.0,77660.0,75240.0,69290.0,79430.0,92420.0,77860.0,99600.0,98710.0,88330.0,76090.0,61840.0,95450.0,65280.0,51200.0,62100.0,73460.0,79610.0,57830.0,58080.0,68430.0,74470.0,81770.0,68040.0,80330.0,80000.0
Cabai Rawit Merah,2023-11-19,,71860.0,83770.0,73810.0,81710.0,86630.0,88440.0,78300.0,78630.0,77930.0,76390.0,69770.0,82820.0,94990.0,78460.0,99600.0,100370.0,89880.0,75040.0,67800.0,80120.0,64860.0,49010.0,67930.0,70010.0,80900.0,58340.0,58140.0,68990.0,74440.0,82390.0,69520.0,80380.0,80000.0
Cabai Rawit Merah,2023-11-20,,75220.0,85130.0,74270.0,79800.0,93130.0,87380.0,75310.0,88820.0,79860.0,80070.0,70000.0,86410.0,97960.0,80530.0,100680.0,104870.0,88090.0,76360.0,65310.0,94490.0,65450.0,54220.0,67650.0,76050.0,84770.0,59460.0,56660.0,74690.0,73010.0,81890.0,69160.0,84340.0,80000.0
Cabai Rawit Merah,2023-11-21,,77230.0,89630.0,73710.0,84260.0,97010.0,87820.0,82160.0,91440.0,83310.0,81610.0,71150.0,91810.0,101110.0,79800.0,98340.0,120590.0,86990.0,76990.0,62550.0,89600.0,71710.0,53840.0,71720.0,75850.0,84770.0,63290.0,61480.0,74720.0,76250.0,82150.0,68040.0,83130.0,80000.0
Cabai Rawit Merah,2023-11-22,,79150.0,91740.0,81570.0,92290.0,101170.0,84700.0,84010.0,90170.0,87450.0,85630.0,72870.0,72600.0,103710.0,85130.0,102090.0,126630.0,91480.0,77040.0,67670.0,88020.0,72190.0,55070.0,68950.0,76130.0,83790.0,64930.00000000001,62410.0,72650.0,66660.0,83510.0,72110.0,82350.0,77970.0
Cabai Rawit Merah,2023-11-23,,80090.0,90740.0,79960.0,83390.0,102210.0,91120.0,83250.0,95180.0,87800.0,86860.0,75700.0,95300.0,104080.0,88730.0,103040.0,124390.0,89650.0,77430.0,63900.0,89110.0,70580.0,54540.0,74170.0,72660.0,82070.0,64019.99999999999,65330.0,76450.0,78780.0,84410.0,69880.0,82650.0,82700.0
Cabai Rawit Merah,2023-11-24,,80220.0,90040.0,79320.0,80860.0,103840.0,92100.0,83250.0,93900.0,86020.0,84650.0,75650.0,96060.0,104800.0,90570.0,103960.0,123640.0,91420.0,75240.0,68010.0,85580.0,69090.0,58050.0,73860.0,72840.0,81210.0,67010.0,68060.0,79890.0,79360.0,88070.0,68040.0,82350.0,82700.0
Cabai Rawit Merah,2023-11-25,,81110.0,91670.0,80990.0,78730.0,105510.0,96890.0,80700.0,83970.0,86910.0,85360.0,76380.0,99140.0,106210.0,94930.0,102900.0,125840.0,93590.0,76970.0,71980.0,103190.0,69810.0,63870.0,74030.0,71420.0,82310.0,70000.0,67910.0,80090.0,65640.0,89470.0,69280.0,83270.0,78230.0
Cabai Rawit Merah,2023-11-26,,80400.0,90540.0,85310.0,77570.0,104630.0,101500.0,80820.0,90840.0,86260.0,84400.0,75730.0,105410.0,106210.0,97100.0,102490.0,126040.0,93690.0,78980.0,71910.0,97310.0,72250.0,57130.0,72150.0,63720.0,84900.0,74470.0,62980.0,78170.0,78140.0,95370.0,65420.0,82550.0,82700.0
Cabai Rawit Merah,2023-11-27,70000.0,82160.0,90540.0,80990.0,79940.0,102960.0,102710.0,78390.0,91930.0,86750.0,84040.0,74140.0,105740.0,106540.0,95840.0,113980.0,126660.0,91030.0,77910.0,77140.0,92340.0,71330.0,63040.0,64810.0,71610.0,87750.0,80150.0,68090.0,83720.0,86640.0,99650.0,69520.0,84440.0,76000.0
Cabai Rawit Merah,2023-11-28,,81110.0,90910.0,81360.0,81960.0,102960.0,101360.0,64340.0,90390.0,86660.0,82390.0,74130.0,103080.0,107160.0,97130.0,123650.0,124060.0,91030.0,79230.0,85730.0,100460.0,73710.0,60210.0,71180.0,69530.0,82910.0,82520.0,70120.0,81100.0,94690.0,99880.0,69520.0,83640.0,82700.0
Cabai Rawit Merah,2023-11-29,,79830.0,93480.0,82180.0,81960.0,104970.0,101360.0,83950.0,90080.0,86140.0,82150.0,71140.0,105060.0,104470.0,93840.0,131150.0,124050.0,90050.0,80520.0,79970.0,99420.0,73750.0,63500.0,70510.0,67620.0,87020.0,84290.0,71610.0,85900.0,87770.0,98350.0,67530.0,84740.0,74400.0
Cabai Rawit Merah,2023-11-30,,78650.0,92510.0,82510.0,82960.0,108760.0,104340.0,83720.0,90850.0,84730.0,81810.0,73140.0,103780.0,102070.0,89410.0,130270.0,119590.0,86890.0,78710.0,81000.0,101440.0,73300.0,62840.0,72230.0,66170.0,93930.0,79820.0,70980.0,87730.0,85430.0,101340.0,68040.0,84700.0,88990.0
Cabai Rawit Merah,2023-12-01,65000.0,78390.0,89730.0,80570.0,81960.0,110590.0,106220.0,85270.0,90590.0,84820.0,81360.0,71950.0,104610.0,101660.0,91760.0,129160.0,123490.0,90790.0,76830.0,76640.0,105080.0,71840.0,62390.0,72590.0,66800.0,89220.0,83450.0,72630.0,90040.0,88750.0,100170.0,69520.0,87090.0,88990.0
Cabai Rawit Merah,2023-12-02,,79530.0,89720.0,82460.0,84830.0,109700.0,109940.0,86980.0,91200.0,86490.0,81770.0,72670.0,101010.0,102890.0,90800.0,126270.0,116470.0,89510.0,70420.0,83770.0,91960.0,71470.0,65900.0,75780.0,70530.0,82460.0,83440.0,72840.0,89250.0,86160.0,90320.0,69520.0,92260.0,88990.0
Cabai Rawit Merah,2023-12-03,,80040.0,90940.0,84000.0,82510.0,108760.0,110460.0,82740.0,92160.0,80890.0,81850.0,72440.0,96310.0,104050.0,90250.0,77620.0,116210.0,95110.0,77740.0,92600.0,101830.0,71250.0,65650.0,74890.0,65610.0,82460.0,82690.0,74030.0,89250.0,90650.0,107120.0,69880.0,79970.0,88990.0
Cabai Rawit Merah,2023-12-04,,80040.0,90470.0,86280.0,82370.0,108760.0,111340.0,86350.0,92870.0,87690.0,83760.0,71430.0,80160.0,103610.0,95900.0,78170.0,117480.0,93550.0,77500.0,72850.0,100090.0,68690.0,62720.0,68450.0,67720.0,81960.0,83780.0,75160.0,91370.0,93290.0,111630.0,74830.0,91470.0,88990.0
Cabai Rawit Merah,2023-12-05,,79210.0,94750.0,86890.0,84330.0,107970.0,110560.0,86250.0,95090.0,87420.0,85770.0,72580.0,97360.0,105740.0,94550.0,121210.0,119920.0,94650.0,78500.0,98660.0,83250.0,68200.0,62960.0,60820.0,73920.0,83720.0,83490.0,75650.0,99390.0,78050.0,116770.0,61360.0,90390.0,72990.0
Cabai Rawit Merah,2023-12-06,,79030.0,95730.0,87140.0,84540.0,107740.0,82460.0,85700.0,95270.0,87100.0,85260.0,72250.0,100360.0,105020.0,96610.0,120220.0,119920.0,91670.0,77470.0,101890.0,104870.0,69750.0,65840.0,70040.0,77800.0,84390.0,85070.0,75710.0,105630.0,68150.0,127630.0,63160.0,90540.0,84850.0
Cabai Rawit Merah,2023-12-07,,80760.0,71510.0,86000.0,84940.0,105510.0,127390.0,85560.0,95860.0,87810.0,84590.0,72750.0,97920.0,105120.0,96680.0,78330.0,116960.0,99140.0,76810.0,106260.0,99050.0,69680.0,62880.0,68160.0,76920.0,83100.0,88280.0,76750.0,108170.0,105160.0,130390.0,59440.0,89640.0,84850.0
Cabai Rawit Merah,2023-12-08,,81630.0,71030.0,86000.0,83520.0,71880.0,129100.0,86220.0,95130.0,88260.0,84960.0,74530.0,95770.0,106480.0,101220.0,123210.0,113630.0,93970.0,74250.0,115030.0,95550.0,69200.0,63250.0,62810.0,78770.0,85990.0,90930.0,74200.0,109590.0,100100.0,130910.0,59440.0,89990.0,73430.0
Cabai Rawit Merah,2023-12-09,,81860.0,93590.0,85310.0,83520.0,109370.0,134330.0,84630.0,95410.0,88380.0,85100.0,74980.0,102750.0,106770.0,101560.0,129520.0,114130.0,89340.0,74190.0,115230.0,91190.0,70470.0,62570.0,71750.0,80190.0,87460.0,92400.0,78580.0,114910.0,94050.0,131260.0,61050.0,92640.0,84850.0
Cabai Rawit Merah,2023-12-10,,84940.0,96590.0,85980.0,85680.0,110310.0,137320.0,83010.0,95370.0,85410.0,86040.0,75270.0,99570.0,104460.0,104500.0,142260.0,117810.0,90160.0,73680.0,121450.0,106490.0,71210.0,67790.0,69250.0,84620.0,86220.0,92400.0,80370.0,119190.0,103800.0,133470.0,59790.0,90910.0,73880.0
Cabai Rawit Merah,2023-12-11,,83960.0,68790.0,85190.0,86340.0,110310.0,134430.0,76680.0,94950.0,86880.0,86050.0,71970.0,95860.0,100830.0,103450.0,143340.0,114230.0,92050.0,74170.0,109930.0,99720.0,72280.0,63230.0,69100.0,81200.0,86220.0,94030.0,81830.0,123700.0,93080.0,138630.0,61360.0,89950.0,69280.0
Cabai Rawit Merah,2023-12-12,,81710.0,92960.0,85950.0,85450.0,109850.0,131760.0,78940.0,92890.0,87580.0,84850.0,72260.0,93030.0,96860.0,99710.0,143340.0,108010.0,93140.0,70480.0,121480.0,102060.0,70720.0,65420.0,70040.0,84360.0,86220.0,93430.0,82900.0,125140.0,105290.0,133520.0,60000.0,88500.0,59640.0
Cabai Rawit Merah,2023-12-13,,81830.0,90730.0,85590.0,85180.0,105890.0,132130.0,78020.0,93870.0,87910.0,84070.0,67730.0,89610.0,96860.0,98260.0,141340.0,108140.0,93140.0,71770.0,128470.0,100170.0,71210.0,65790.0,73230.0,86880.0,86220.0,95310.0,83350.0,131510.0,108440.0,95370.0,54770.0,86790.0,75600.0
